"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 22, 2015","26,929.0","26,625.0","26,996.0","26,591.0","36.89K","1.08%"
"Jun 19, 2015","26,640.0","26,481.0","26,790.0","26,416.0","60.29K","0.56%"
"Jun 18, 2015","26,491.0","26,551.0","26,700.0","26,342.0","51.77K","-0.18%"
"Jun 17, 2015","26,539.0","26,281.0","26,688.0","26,167.0","58.94K","0.99%"
"Jun 16, 2015","26,278.0","26,591.0","26,648.0","26,272.0","55.85K","-1.21%"
"Jun 15, 2015","26,599.0","27,130.0","27,144.0","26,586.0","47.49K","-1.95%"
"Jun 12, 2015","27,128.0","26,730.0","27,182.0","26,720.0","50.84K","1.42%"
"Jun 11, 2015","26,749.0","26,400.0","26,750.0","26,357.0","47.05K","1.39%"
"Jun 10, 2015","26,382.0","26,734.0","26,880.0","26,287.0","68.63K","-1.32%"
"Jun 09, 2015","26,734.0","27,042.0","27,103.0","26,705.0","56.57K","-1.11%"
"Jun 08, 2015","27,035.0","27,020.0","27,210.0","26,810.0","51.79K","0.09%"
"Jun 05, 2015","27,011.0","27,468.0","27,468.0","26,988.0","60.36K","-1.60%"
"Jun 04, 2015","27,450.0","27,348.0","27,660.0","26,638.0","105.32K","0.30%"
"Jun 03, 2015","27,369.0","27,139.0","27,520.0","27,078.0","55.29K","0.70%"
"Jun 02, 2015","27,179.0","27,211.0","27,370.0","27,090.0","57.87K","-0.19%"
"Jun 01, 2015","27,230.0","27,175.0","27,551.0","26,996.0","62.17K","0.24%"
"May 29, 2015","27,164.0","27,118.0","27,315.0","26,947.0","64.18K","-1.60%"
"May 28, 2015","27,606.0","28,080.0","28,178.0","27,555.0","15.78K","-1.64%"
"May 27, 2015","28,066.0","28,307.0","28,458.0","28,027.0","81.41K","-0.81%"
"May 26, 2015","28,296.0","27,984.0","28,560.0","27,984.0","121.12K","1.11%"
"May 22, 2015","27,984.0","27,585.0","28,060.0","27,551.0","88.30K","1.42%"
"May 21, 2015","27,593.0","27,466.0","27,624.0","27,358.0","53.57K","0.46%"
"May 20, 2015","27,468.0","27,678.0","27,719.0","27,404.0","53.06K","-0.76%"
"May 19, 2015","27,679.0","27,510.0","27,697.0","27,424.0","50.34K","0.61%"
"May 18, 2015","27,510.0","27,868.0","27,925.0","27,345.0","56.25K","-1.27%"
"May 15, 2015","27,864.0","27,266.0","27,930.0","27,239.0","69.76K","2.33%"
"May 14, 2015","27,230.0","27,185.0","27,300.0","27,056.0","47.85K","0.16%"
"May 13, 2015","27,187.0","27,307.0","27,476.0","27,106.0","55.24K","-0.52%"
"May 12, 2015","27,329.0","27,623.0","27,714.0","27,313.0","47.32K","-1.10%"
"May 11, 2015","27,632.0","27,515.0","27,832.0","27,495.0","49.00K","0.44%"
"May 08, 2015","27,510.0","27,180.0","27,624.0","27,000.0","57.47K","1.15%"
"May 07, 2015","27,197.0","27,684.0","27,693.0","27,133.0","57.47K","-1.71%"
"May 06, 2015","27,669.0","27,792.0","28,033.0","27,512.0","67.56K","-0.37%"
"May 05, 2015","27,773.0","28,160.0","28,298.0","27,502.0","75.37K","-1.36%"
"May 04, 2015","28,156.0","28,149.0","28,358.0","27,951.0","50.89K","0.18%"
"Apr 30, 2015","28,105.0","28,399.0","28,418.0","27,932.0","63.79K","-0.82%"
"Apr 29, 2015","28,338.0","28,442.0","28,490.0","28,230.0","10.39K","-0.33%"
"Apr 28, 2015","28,433.0","28,448.0","28,510.0","28,230.0","90.73K","0.08%"
"Apr 27, 2015","28,410.0","28,071.0","28,621.0","28,058.0","118.58K","1.34%"
"Apr 24, 2015","28,033.0","27,814.0","28,095.0","27,582.0","91.83K","0.84%"
"Apr 23, 2015","27,799.0","27,801.0","28,215.0","27,706.0","83.19K","-0.03%"
"Apr 22, 2015","27,807.0","27,875.0","28,093.0","27,708.0","71.65K","-0.26%"
"Apr 21, 2015","27,879.0","27,140.0","27,987.0","27,113.0","75.72K","2.73%"
"Apr 20, 2015","27,139.0","27,681.0","27,931.0","26,935.0","94.76K","-1.95%"
"Apr 17, 2015","27,680.0","27,732.0","27,994.0","27,617.0","57.09K","-0.21%"
"Apr 16, 2015","27,739.0","27,645.0","27,841.0","27,470.0","53.57K","0.43%"
"Apr 15, 2015","27,619.0","27,549.0","27,862.0","27,456.0","75.25K","0.17%"
"Apr 14, 2015","27,572.0","28,073.0","28,205.0","27,492.0","77.14K","-1.62%"
"Apr 13, 2015","28,026.0","27,355.0","28,125.0","27,191.0","84.88K","2.66%"
"Apr 10, 2015","27,300.0","27,080.0","27,630.0","26,878.0","84.14K","0.84%"
"Apr 09, 2015","27,073.0","26,244.0","27,999.0","26,244.0","124.31K","3.16%"
"Apr 08, 2015","26,244.0","25,222.0","26,293.0","25,195.0","82.23K","4.08%"
"Apr 02, 2015","25,216.0","25,110.0","25,338.0","25,103.0","43.26K","0.46%"
"Apr 01, 2015","25,100.0","24,963.0","25,140.0","24,860.0","46.80K","0.61%"
"Mar 31, 2015","24,949.0","24,857.0","25,054.0","24,848.0","50.82K","0.33%"
"Mar 30, 2015","24,867.0","24,532.0","24,882.0","24,498.0","14.28K","1.31%"
"Mar 27, 2015","24,546.0","24,505.0","24,577.0","24,408.0","59.63K","0.12%"
"Mar 26, 2015","24,516.0","24,565.0","24,620.0","24,366.0","87.79K","-0.22%"
"Mar 25, 2015","24,571.0","24,442.0","24,647.0","24,407.0","83.24K","0.61%"
"Mar 24, 2015","24,423.0","24,476.0","24,515.0","24,298.0","56.10K","-0.24%"
"Mar 23, 2015","24,482.0","24,403.0","24,569.0","24,403.0","47.05K","0.29%"
"Mar 20, 2015","24,411.0","24,514.0","24,532.0","24,362.0","45.16K","-0.43%"
"Mar 19, 2015","24,517.0","24,131.0","24,533.0","24,096.0","55.03K","1.60%"
"Mar 18, 2015","24,130.0","23,862.0","24,221.0","23,800.0","57.93K","1.10%"
"Mar 17, 2015","23,868.0","23,968.0","24,052.0","23,749.0","48.66K","-0.34%"
"Mar 16, 2015","23,950.0","23,750.0","23,967.0","23,655.0","43.83K","0.80%"
"Mar 13, 2015","23,761.0","23,741.0","23,885.0","23,716.0","38.70K","0.03%"
"Mar 12, 2015","23,755.0","23,680.0","23,835.0","23,588.0","46.18K","0.46%"
"Mar 11, 2015","23,646.0","23,863.0","23,870.0","23,635.0","48.07K","-0.94%"
"Mar 10, 2015","23,870.0","24,063.0","24,111.0","23,805.0","46.87K","-0.83%"
"Mar 09, 2015","24,070.0","24,103.0","24,170.0","23,881.0","50.10K","-0.16%"
"Mar 06, 2015","24,108.0","24,142.0","24,232.0","24,056.0","40.23K","-0.13%"
"Mar 05, 2015","24,139.0","24,340.0","24,340.0","24,071.0","55.89K","-0.85%"
"Mar 04, 2015","24,347.0","24,580.0","24,640.0","24,317.0","51.29K","-0.98%"
"Mar 03, 2015","24,589.0","24,806.0","24,869.0","24,547.0","51.85K","-0.87%"
"Mar 02, 2015","24,804.0","24,777.0","24,987.0","24,587.0","57.83K","0.04%"
"Feb 27, 2015","24,794.0","24,830.0","25,048.0","24,743.0","51.76K","-0.26%"
"Feb 26, 2015","24,858.0","24,809.0","24,950.0","24,725.0","10.24K","0.19%"
"Feb 25, 2015","24,810.0","24,784.0","24,900.0","24,686.0","61.07K","0.11%"
"Feb 24, 2015","24,782.0","24,854.0","24,854.0","24,680.0","90.20K","-0.33%"
"Feb 23, 2015","24,863.0","24,980.0","24,986.0","24,634.0","66.84K","0.06%"
"Feb 18, 2015","24,847.0","24,815.0","24,894.0","24,801.0","16.91K","0.07%"
"Feb 17, 2015","24,830.0","24,750.0","24,892.0","24,660.0","37.21K","0.31%"
"Feb 16, 2015","24,754.0","24,734.0","24,800.0","24,706.0","25.83K","0.11%"
"Feb 13, 2015","24,728.0","24,456.0","24,734.0","24,434.0","44.23K","1.14%"
"Feb 12, 2015","24,450.0","24,310.0","24,569.0","24,233.0","47.70K","0.53%"
"Feb 11, 2015","24,320.0","24,522.0","24,574.0","24,244.0","56.43K","-0.85%"
"Feb 10, 2015","24,528.0","24,500.0","24,621.0","24,396.0","39.72K","0.06%"
"Feb 09, 2015","24,513.0","24,615.0","24,693.0","24,427.0","47.92K","-0.44%"
"Feb 06, 2015","24,622.0","24,769.0","24,854.0","24,616.0","38.99K","-0.60%"
"Feb 05, 2015","24,770.0","24,647.0","25,174.0","24,620.0","68.80K","0.46%"
"Feb 04, 2015","24,656.0","24,556.0","24,846.0","24,556.0","50.93K","0.48%"
"Feb 03, 2015","24,537.0","24,519.0","24,617.0","24,311.0","58.46K","0.14%"
"Feb 02, 2015","24,502.0","24,520.0","24,534.0","24,350.0","46.27K","-0.13%"
"Jan 30, 2015","24,535.0","24,578.0","24,772.0","24,452.0","50.73K","-0.25%"
"Jan 29, 2015","24,597.0","24,858.0","24,858.0","24,568.0","13.50K","-1.13%"
"Jan 28, 2015","24,878.0","24,764.0","25,002.0","24,609.0","70.94K","0.40%"
"Jan 27, 2015","24,778.0","24,869.0","25,020.0","24,684.0","96.81K","-0.34%"
"Jan 26, 2015","24,862.0","24,938.0","24,987.0","24,756.0","72.83K","-0.27%"
"Jan 23, 2015","24,930.0","24,570.0","24,936.0","24,570.0","62.82K","1.42%"
"Jan 22, 2015","24,580.0","24,299.0","24,599.0","24,268.0","54.83K","1.13%"
"Jan 21, 2015","24,305.0","23,962.0","24,379.0","23,946.0","64.36K","1.40%"
"Jan 20, 2015","23,969.0","23,760.0","23,999.0","23,660.0","56.33K","0.83%"
"Jan 19, 2015","23,771.0","24,199.0","24,210.0","23,604.0","78.87K","-1.87%"
"Jan 16, 2015","24,223.0","24,400.0","24,460.0","24,102.0","55.03K","-0.76%"
"Jan 15, 2015","24,408.0","24,126.0","24,466.0","24,001.0","55.83K","1.13%"
"Jan 14, 2015","24,136.0","24,243.0","24,403.0","24,053.0","58.84K","-0.46%"
"Jan 13, 2015","24,248.0","24,051.0","24,291.0","23,900.0","53.76K","0.83%"
"Jan 12, 2015","24,049.0","23,940.0","24,119.0","23,897.0","48.46K","0.49%"
"Jan 09, 2015","23,931.0","23,825.0","24,187.0","23,825.0","61.46K","0.40%"
"Jan 08, 2015","23,835.0","23,679.0","23,915.0","23,635.0","48.41K","0.76%"
"Jan 07, 2015","23,655.0","23,436.0","23,746.0","23,301.0","64.74K","0.92%"
"Jan 06, 2015","23,440.0","23,769.0","23,804.0","23,283.0","63.87K","-1.36%"
"Jan 05, 2015","23,762.0","23,800.0","24,031.0","23,576.0","57.41K","-0.22%"
"Jan 02, 2015","23,815.0","23,676.0","23,850.0","23,628.0","26.77K","0.70%"
"Dec 31, 2014","23,649.0","23,447.0","23,676.0","23,419.0","19.38K","0.32%"
"Dec 30, 2014","23,574.0","23,801.0","23,911.0","23,567.0","13.47K","-1.06%"
"Dec 29, 2014","23,827.0","23,735.0","23,937.0","23,716.0","59.09K","1.81%"
"Dec 28, 2014","23,404.0","23,404.0","23,404.0","23,404.0","-","0.02%"
"Dec 24, 2014","23,400.0","23,360.0","23,465.0","23,320.0","37.65K","0.15%"
"Dec 23, 2014","23,364.0","23,454.0","23,509.0","23,285.0","71.45K","-0.37%"
"Dec 22, 2014","23,450.0","23,149.0","23,497.0","23,100.0","82.59K","1.30%"
"Dec 21, 2014","23,149.0","23,149.0","23,149.0","23,149.0","-","-0.04%"
"Dec 19, 2014","23,159.0","22,799.0","23,187.0","22,799.0","60.12K","1.62%"
"Dec 18, 2014","22,789.0","22,594.0","22,911.0","22,558.0","63.23K","0.86%"
"Dec 17, 2014","22,594.0","22,600.0","22,702.0","22,405.0","63.00K","-0.04%"
"Dec 16, 2014","22,603.0","22,998.0","23,025.0","22,600.0","63.50K","-1.58%"
"Dec 15, 2014","22,966.0","23,165.0","23,165.0","22,812.0","54.34K","-0.46%"
"Dec 14, 2014","23,073.0","23,073.0","23,073.0","23,073.0","-","-0.47%"
"Dec 12, 2014","23,182.0","23,373.0","23,428.0","23,182.0","51.07K","-0.77%"
"Dec 11, 2014","23,363.0","23,474.0","23,495.0","23,130.0","62.58K","-0.57%"
"Dec 10, 2014","23,497.0","23,488.0","23,674.0","23,270.0","67.42K","0.02%"
"Dec 09, 2014","23,493.0","24,025.0","24,050.0","23,384.0","81.38K","-2.22%"
"Dec 08, 2014","24,027.0","24,081.0","24,226.0","24,012.0","52.19K","-0.41%"
"Dec 07, 2014","24,125.0","24,125.0","24,125.0","24,125.0","-","0.18%"
"Dec 05, 2014","24,081.0","23,829.0","24,216.0","23,750.0","96.48K","1.06%"
"Dec 04, 2014","23,828.0","23,402.0","23,873.0","23,399.0","71.95K","1.69%"
"Dec 03, 2014","23,433.0","23,698.0","23,948.0","23,352.0","75.63K","-1.05%"
"Dec 02, 2014","23,681.0","23,293.0","23,808.0","23,201.0","75.54K","1.66%"
"Dec 01, 2014","23,294.0","23,960.0","24,017.0","23,254.0","77.66K","-2.82%"
"Nov 30, 2014","23,970.0","23,970.0","23,970.0","23,970.0","-","-0.04%"
"Nov 28, 2014","23,980.0","24,021.0","24,161.0","23,916.0","44.04K","-0.20%"
"Nov 27, 2014","24,027.0","24,171.0","24,252.0","23,998.0","18.16K","-0.58%"
"Nov 26, 2014","24,167.0","23,908.0","24,213.0","23,832.0","72.50K","1.09%"
"Nov 25, 2014","23,907.0","23,897.0","23,953.0","23,827.0","89.73K","0.05%"
"Nov 24, 2014","23,895.0","23,429.0","23,980.0","23,429.0","87.09K","2.05%"
"Nov 21, 2014","23,415.0","23,284.0","23,524.0","23,194.0","50.53K","0.56%"
"Nov 20, 2014","23,284.0","23,324.0","23,432.0","23,217.0","51.01K","-0.12%"
"Nov 19, 2014","23,311.0","23,433.0","23,531.0","23,310.0","51.39K","-0.55%"
"Nov 18, 2014","23,441.0","23,766.0","23,869.0","23,434.0","63.28K","-1.39%"
"Nov 17, 2014","23,771.0","24,036.0","24,343.0","23,731.0","75.12K","-1.08%"
"Nov 14, 2014","24,030.0","23,981.0","24,087.0","23,944.0","40.24K","0.20%"
"Nov 13, 2014","23,981.0","23,887.0","24,095.0","23,805.0","54.62K","0.29%"
"Nov 12, 2014","23,912.0","23,770.0","24,015.0","23,732.0","45.57K","0.63%"
"Nov 11, 2014","23,763.0","23,745.0","23,937.0","23,726.0","49.70K","0.09%"
"Nov 10, 2014","23,741.0","23,509.0","24,199.0","23,438.0","70.80K","1.01%"
"Nov 07, 2014","23,504.0","23,655.0","23,848.0","23,386.0","80.97K","-0.63%"
"Nov 06, 2014","23,652.0","23,714.0","23,797.0","23,612.0","37.82K","-0.21%"
"Nov 05, 2014","23,702.0","23,823.0","23,888.0","23,587.0","48.40K","-0.46%"
"Nov 04, 2014","23,811.0","23,829.0","24,032.0","23,745.0","51.69K","-0.08%"
"Nov 03, 2014","23,830.0","23,964.0","24,087.0","23,817.0","42.38K","-0.47%"
"Oct 31, 2014","23,943.0","23,686.0","24,080.0","23,565.0","59.11K","1.00%"
"Oct 30, 2014","23,706.0","23,811.0","23,905.0","23,693.0","12.83K","-0.49%"
"Oct 29, 2014","23,823.0","23,558.0","23,889.0","23,554.0","75.51K","1.03%"
"Oct 28, 2014","23,579.0","23,198.0","23,603.0","23,089.0","120.13K","1.55%"
"Oct 27, 2014","23,218.0","23,339.0","23,402.0","22,980.0","75.52K","-0.45%"
"Oct 24, 2014","23,323.0","23,380.0","23,456.0","23,100.0","65.18K","-0.27%"
"Oct 23, 2014","23,387.0","23,345.0","23,431.0","23,247.0","48.77K","0.15%"
"Oct 22, 2014","23,353.0","23,107.0","23,460.0","23,080.0","66.51K","1.07%"
"Oct 21, 2014","23,106.0","23,016.0","23,223.0","22,901.0","68.19K","0.35%"
"Oct 20, 2014","23,026.0","23,043.0","23,290.0","23,000.0","54.10K","-0.06%"
"Oct 17, 2014","23,040.0","22,848.0","23,137.0","22,545.0","72.51K","0.83%"
"Oct 16, 2014","22,851.0","23,085.0","23,117.0","22,775.0","65.35K","-1.04%"
"Oct 15, 2014","23,092.0","22,958.0","23,227.0","22,827.0","60.78K","0.57%"
"Oct 14, 2014","22,960.0","23,180.0","23,405.0","22,946.0","73.23K","-0.93%"
"Oct 13, 2014","23,176.0","23,011.0","23,262.0","22,750.0","70.72K","0.70%"
"Oct 10, 2014","23,016.0","23,481.0","23,498.0","22,994.0","58.08K","-2.02%"
"Oct 09, 2014","23,490.0","23,215.0","23,527.0","23,124.0","56.47K","1.15%"
"Oct 08, 2014","23,223.0","23,335.0","23,353.0","23,106.0","55.09K","-0.52%"
"Oct 07, 2014","23,344.0","23,250.0","23,461.0","23,140.0","69.18K","0.40%"
"Oct 06, 2014","23,251.0","23,001.0","23,395.0","22,822.0","70.50K","1.12%"
"Oct 03, 2014","22,993.0","22,821.0","23,100.0","22,511.0","86.97K","0.76%"
"Sep 30, 2014","22,820.0","23,200.0","23,219.0","22,800.0","79.77K","-1.76%"
"Sep 29, 2014","23,228.0","23,670.0","23,709.0","23,117.0","20.66K","-1.87%"
"Sep 26, 2014","23,670.0","23,767.0","23,780.0","23,532.0","67.05K","-0.38%"
"Sep 25, 2014","23,760.0","23,870.0","24,047.0","23,734.0","94.45K","-0.49%"
"Sep 24, 2014","23,878.0","23,793.0","23,992.0","23,713.0","100.35K","0.27%"
"Sep 23, 2014","23,814.0","23,998.0","24,012.0","23,796.0","73.66K","-0.74%"
"Sep 22, 2014","23,991.0","24,300.0","24,308.0","23,930.0","56.94K","-1.24%"
"Sep 19, 2014","24,292.0","24,161.0","24,418.0","24,123.0","60.88K","0.58%"
"Sep 18, 2014","24,153.0","24,378.0","24,419.0","24,072.0","58.15K","-0.91%"
"Sep 17, 2014","24,375.0","24,175.0","24,485.0","24,152.0","49.34K","0.79%"
"Sep 16, 2014","24,183.0","24,419.0","24,428.0","24,141.0","36.33K","-0.93%"
"Sep 15, 2014","24,409.0","24,561.0","24,577.0","24,280.0","47.67K","-0.62%"
"Sep 12, 2014","24,561.0","24,637.0","24,686.0","24,444.0","44.02K","-0.35%"
"Sep 11, 2014","24,648.0","24,640.0","24,739.0","24,556.0","45.70K","0.07%"
"Sep 10, 2014","24,630.0","25,144.0","25,161.0","24,601.0","60.76K","-2.06%"
"Sep 08, 2014","25,147.0","25,156.0","25,240.0","24,994.0","34.98K","-0.06%"
"Sep 05, 2014","25,161.0","25,188.0","25,350.0","25,109.0","43.52K","-0.14%"
"Sep 04, 2014","25,197.0","25,303.0","25,359.0","25,163.0","54.01K","-0.47%"
"Sep 03, 2014","25,315.0","24,695.0","25,332.0","24,635.0","74.95K","2.52%"
"Sep 02, 2014","24,692.0","24,690.0","24,773.0","24,525.0","50.52K","-0.02%"
"Sep 01, 2014","24,697.0","24,684.0","24,851.0","24,591.0","43.10K","0.05%"
"Aug 29, 2014","24,685.0","24,657.0","24,758.0","24,542.0","45.39K","-0.84%"
"Aug 28, 2014","24,895.0","24,936.0","25,056.0","24,881.0","10.87K","-0.15%"
"Aug 27, 2014","24,932.0","25,083.0","25,182.0","24,859.0","66.41K","-0.60%"
"Aug 26, 2014","25,083.0","25,189.0","25,207.0","25,066.0","97.94K","-0.37%"
"Aug 25, 2014","25,175.0","25,098.0","25,260.0","24,914.0","92.46K","0.30%"
"Aug 22, 2014","25,099.0","24,997.0","25,158.0","24,990.0","51.12K","0.42%"
"Aug 21, 2014","24,995.0","25,115.0","25,174.0","24,905.0","55.89K","-0.47%"
"Aug 20, 2014","25,113.0","25,103.0","25,189.0","25,054.0","36.99K","0.02%"
"Aug 19, 2014","25,107.0","24,905.0","25,177.0","24,857.0","57.79K","0.82%"
"Aug 18, 2014","24,903.0","24,918.0","24,964.0","24,696.0","50.30K","-0.00%"
"Aug 15, 2014","24,904.0","24,756.0","24,972.0","24,743.0","45.69K","0.60%"
"Aug 14, 2014","24,756.0","24,925.0","24,998.0","24,671.0","58.04K","-0.56%"
"Aug 13, 2014","24,895.0","24,640.0","24,910.0","24,558.0","57.43K","1.06%"
"Aug 12, 2014","24,633.0","24,602.0","24,701.0","24,480.0","44.52K","0.15%"
"Aug 11, 2014","24,596.0","24,312.0","24,618.0","24,312.0","44.37K","1.22%"
"Aug 08, 2014","24,300.0","24,371.0","24,475.0","24,126.0","69.66K","-0.29%"
"Aug 07, 2014","24,370.0","24,480.0","24,496.0","24,317.0","46.79K","-0.53%"
"Aug 06, 2014","24,500.0","24,599.0","24,605.0","24,343.0","52.14K","-0.37%"
"Aug 05, 2014","24,591.0","24,506.0","24,680.0","24,430.0","50.67K","0.31%"
"Aug 04, 2014","24,515.0","24,495.0","24,668.0","24,402.0","52.38K","-0.08%"
"Aug 03, 2014","24,535.0","24,535.0","24,535.0","24,535.0","-","0.15%"
"Aug 01, 2014","24,498.0","24,754.0","24,766.0","24,455.0","65.59K","-1.10%"
"Jul 31, 2014","24,771.0","24,760.0","24,875.0","24,646.0","55.37K","-0.21%"
"Jul 30, 2014","24,824.0","24,640.0","24,920.0","24,640.0","12.82K","0.79%"
"Jul 29, 2014","24,630.0","24,395.0","24,683.0","24,371.0","65.47K","0.96%"
"Jul 28, 2014","24,395.0","24,233.0","24,500.0","24,155.0","115.66K","0.66%"
"Jul 25, 2014","24,235.0","24,160.0","24,250.0","24,075.0","81.88K","0.35%"
"Jul 24, 2014","24,151.0","23,958.0","24,167.0","23,949.0","62.89K","0.80%"
"Jul 23, 2014","23,959.0","23,795.0","23,980.0","23,795.0","59.66K","0.71%"
"Jul 22, 2014","23,789.0","23,328.0","23,834.0","23,301.0","71.78K","1.98%"
"Jul 21, 2014","23,326.0","23,409.0","23,494.0","23,307.0","31.73K","-0.35%"
"Jul 18, 2014","23,409.0","23,486.0","23,490.0","23,205.0","52.11K","-0.36%"
"Jul 17, 2014","23,493.0","23,530.0","23,626.0","23,402.0","41.16K","-0.09%"
"Jul 16, 2014","23,513.0","23,417.0","23,588.0","23,371.0","39.77K","0.32%"
"Jul 15, 2014","23,439.0","23,368.0","23,495.0","23,352.0","29.58K","0.31%"
"Jul 14, 2014","23,366.0","23,202.0","23,497.0","23,170.0","41.78K","0.64%"
"Jul 11, 2014","23,218.0","23,191.0","23,340.0","22,953.0","48.99K","0.05%"
"Jul 10, 2014","23,206.0","23,150.0","23,291.0","23,143.0","27.91K","0.20%"
"Jul 09, 2014","23,159.0","23,535.0","23,540.0","23,111.0","50.75K","-1.64%"
"Jul 08, 2014","23,544.0","23,528.0","23,579.0","23,460.0","27.03K","0.03%"
"Jul 07, 2014","23,538.0","23,549.0","23,597.0","23,432.0","30.60K","-0.12%"
"Jul 06, 2014","23,566.0","23,566.0","23,566.0","23,566.0","-","0.08%"
"Jul 04, 2014","23,547.0","23,539.0","23,639.0","23,502.0","27.09K","-0.00%"
"Jul 03, 2014","23,548.0","23,554.0","23,616.0","23,496.0","38.29K","0.01%"
"Jul 02, 2014","23,545.0","23,100.0","23,576.0","23,063.0","62.65K","1.91%"
"Jun 30, 2014","23,104.0","23,094.0","23,255.0","22,764.0","52.83K","-0.39%"
"Jun 27, 2014","23,194.0","23,188.0","23,298.0","23,101.0","12.81K","0.01%"
"Jun 26, 2014","23,192.0","22,893.0","23,231.0","22,862.0","61.44K","1.28%"
"Jun 25, 2014","22,898.0","22,875.0","22,949.0","22,801.0","80.17K","0.05%"
"Jun 24, 2014","22,887.0","22,770.0","22,943.0","22,764.0","86.25K","0.53%"
"Jun 23, 2014","22,766.0","23,174.0","23,477.0","22,747.0","105.50K","-1.75%"
"Jun 20, 2014","23,171.0","23,194.0","23,313.0","23,156.0","43.52K","-0.10%"
"Jun 19, 2014","23,195.0","23,167.0","23,346.0","23,114.0","44.17K","0.09%"
"Jun 18, 2014","23,173.0","23,162.0","23,278.0","23,100.0","38.47K","0.07%"
"Jun 17, 2014","23,156.0","23,214.0","23,235.0","23,061.0","35.80K","-0.27%"
"Jun 16, 2014","23,218.0","23,254.0","23,302.0","23,165.0","32.75K","-0.13%"
"Jun 13, 2014","23,249.0","23,143.0","23,370.0","22,988.0","53.67K","0.46%"
"Jun 12, 2014","23,143.0","23,091.0","23,186.0","22,980.0","34.48K","0.16%"
"Jun 11, 2014","23,106.0","23,183.0","23,221.0","23,026.0","35.16K","-0.31%"
"Jun 10, 2014","23,177.0","23,006.0","23,266.0","22,934.0","57.53K","0.73%"
"Jun 09, 2014","23,008.0","22,796.0","23,050.0","22,780.0","37.98K","0.96%"
"Jun 06, 2014","22,790.0","22,980.0","23,134.0","22,782.0","55.18K","-0.85%"
"Jun 05, 2014","22,985.0","22,976.0","23,068.0","22,898.0","35.98K","-0.03%"
"Jun 04, 2014","22,992.0","23,110.0","23,128.0","22,967.0","36.80K","-0.48%"
"Jun 03, 2014","23,104.0","22,906.0","23,230.0","22,905.0","48.87K","0.85%"
"May 30, 2014","22,910.0","22,895.0","23,034.0","22,830.0","51.87K","-0.97%"
"May 29, 2014","23,134.0","23,031.0","23,197.0","23,004.0","12.57K","0.43%"
"May 28, 2014","23,036.0","22,953.0","23,217.0","22,933.0","69.95K","0.37%"
"May 27, 2014","22,951.0","22,963.0","22,990.0","22,872.0","74.31K","0.01%"
"May 26, 2014","22,948.0","22,945.0","23,149.0","22,868.0","60.08K","0.07%"
"May 23, 2014","22,931.0","22,918.0","22,980.0","22,862.0","47.77K","0.07%"
"May 22, 2014","22,915.0","22,794.0","23,022.0","22,787.0","56.09K","0.53%"
"May 21, 2014","22,794.0","22,690.0","22,836.0","22,575.0","55.97K","0.31%"
"May 20, 2014","22,723.0","22,570.0","22,809.0","22,522.0","51.03K","0.66%"
"May 19, 2014","22,574.0","22,578.0","22,685.0","22,390.0","48.18K","-0.00%"
"May 16, 2014","22,575.0","22,532.0","22,588.0","22,398.0","42.49K","0.11%"
"May 15, 2014","22,550.0","22,387.0","22,680.0","22,386.0","53.53K","0.73%"
"May 14, 2014","22,386.0","22,191.0","22,550.0","22,170.0","50.12K","0.84%"
"May 13, 2014","22,199.0","22,112.0","22,250.0","22,104.0","39.56K","0.37%"
"May 12, 2014","22,118.0","21,671.0","22,280.0","21,610.0","84.69K","2.00%"
"May 11, 2014","21,684.0","21,684.0","21,684.0","21,684.0","-","0.04%"
"May 09, 2014","21,676.0","21,622.0","21,752.0","21,503.0","44.42K","0.23%"
"May 08, 2014","21,627.0","21,550.0","21,774.0","21,550.0","47.07K","0.32%"
"May 07, 2014","21,559.0","21,751.0","21,789.0","21,488.0","52.01K","-0.99%"
"May 05, 2014","21,775.0","22,024.0","22,170.0","21,683.0","56.99K","-1.13%"
"May 02, 2014","22,024.0","21,856.0","22,095.0","21,835.0","37.88K","0.88%"
"Apr 30, 2014","21,832.0","22,300.0","22,335.0","21,816.0","60.97K","-1.71%"
"Apr 29, 2014","22,212.0","22,164.0","22,231.0","22,100.0","12.35K","0.25%"
"Apr 28, 2014","22,157.0","22,175.0","22,216.0","22,057.0","71.67K","-0.08%"
"Apr 25, 2014","22,175.0","22,548.0","22,580.0","22,150.0","113.13K","-1.63%"
"Apr 24, 2014","22,543.0","22,474.0","22,588.0","22,390.0","55.01K","0.33%"
"Apr 23, 2014","22,468.0","22,739.0","22,822.0","22,460.0","58.28K","-1.18%"
"Apr 22, 2014","22,737.0","22,737.0","22,827.0","22,613.0","48.52K","-0.03%"
"Apr 17, 2014","22,743.0","22,708.0","22,836.0","22,627.0","36.58K","0.21%"
"Apr 16, 2014","22,696.0","22,644.0","22,885.0","22,568.0","61.55K","0.17%"
"Apr 15, 2014","22,657.0","23,078.0","23,137.0","22,630.0","59.76K","-1.81%"
"Apr 14, 2014","23,075.0","22,995.0","23,115.0","22,880.0","48.48K","0.33%"
"Apr 11, 2014","23,000.0","23,257.0","23,416.0","22,938.0","68.91K","-1.18%"
"Apr 10, 2014","23,275.0","22,876.0","23,285.0","22,738.0","95.52K","1.79%"
"Apr 09, 2014","22,866.0","22,624.0","22,962.0","22,575.0","64.38K","1.04%"
